age,gender,height_cm,weight_kg,bodyFat_,gripForce,sitAndBendForward_cm,situpsCounts,broadJump_cm
31,M,172,78.5,17.1,51.3,15.3,60,250
28,M,167.9,62.1,14,45.3,19,55,238
31,M,185.6,84.4,15.8,50,12.6,49,228
60,M,162.7,79.7,32.6,26.8,7.7,24,167
35,M,179.2,75,22.8,45.3,12,60,228
21,M,177.9,69,15.2,42.7,-3.5,45,185
63,M,170.6,78.26,22.1,46.5,7.9,40,211
37,M,171.9,67.4,20.8,44,27,44,211
38,M,174.2,59,8.1,48,13.2,38,246
21,M,172,74.9,26.6,35.9,0.9,38,191
49,M,170.9,75.8,28.3,28.9,-5.6,29,167
25,M,172,74,20,51.4,12.2,47,230
42,M,169.3,65.1,20.8,42,25.3,49,219
40,M,181.8,80.8,22.1,54.9,14.1,58,197
62,F,158.7,59.3,34.2,30.5,24.6,20,160
56,F,158,67.2,36.3,27.1,16.9,15,138
31,M,179.1,71.9,15.3482,47.1,11.7,54,242
38,F,149.1,60.96,40.4,22.5,8.7,7,139
30,F,168.3,58,22.9,30.9,18.2,52,190
50,M,173,71.7,19.8,42.7,8,33,226
37,M,179.5,103.7,24.1,40.9,7,32,217
29,M,172.6,66.2,13,46.7,20.8,49,254
30,F,163.2,53.8,25.4,22.2,13.1,30,134
55,F,156.9,59.2,34,18.4,25.3,25,119
24,F,156.7,56.8,33.5,25.1,22.2,46,190
27,M,174,72.7,24.7,40.3,20.1,56,220
31,F,160,54.9,26.1,33.2,19.3,56,210
26,F,157.5,50.5,30.2,23.8,17,55,139
63,F,154.3,45.6,17.9,19.3,13.6,7,129
64,F,153.5,55,26.3,23.3,12.3,19,125
50,F,161.2,52.1,25.1,27,21.7,24,145
37,F,161,62.7,29.7,24.8,31.2,15,128
56,M,170.8,55.8,12.7,41.3,21.6,31,202
25,M,173,69.5,14,55.1,12.5,38,180
34,F,170.3,58.2,21.8,29.9,28.5,44,195
23,F,173.3,57.8,26.9,25.4,22.8,46,176
51,F,159.6,74.6,44.8,26.6,20.7,13,114
45,M,177.1,75.8,22.5,45.2,19.4,39,194
56,M,174.4,72.5,20.7,34.1,18.5,30,176
25,F,160,48.2,25.8,22.7,24.4,52,162
59,M,167,64.9,18.7,37.5,9,38,176
25,M,176.8,74.74,19.2,46.8,23.4,55,234
31,M,168,64.7,18.2,44.9,22.4,51,247
41,M,170.9,79.2,24.2,47.4,4,28,199
58,M,171.5,86.1,28.7,42,11.7,10,163
31,M,179.6,76.9,17.1,52.7,23.2,54,235
26,M,172.7,77.1,21.1,44.4,16.4,60,257
25,M,172.1,66.5,22.2,35.1,-14.8,27,190
26,F,165.9,59.3,25.4,29.4,26.8,44,211
59,F,158.5,56.2,28.34,31.8,19.8,31,137
29,M,172.2,63.2,18,37.4,20.7,59,247
62,F,155.6,66.1,38.5,26.4,18.7,6,101
25,F,165.8,55.4,34.5,28.1,20.6,19,152
45,F,158.6,62.4,33,24.6,22.5,19,117
34,M,173.3,74,20.4,50.6,24.4,40,229
22,M,170,69.2,18.7,43.8,21.7,56,238
59,M,166.4,64.5,22.3,36.6,17.6,38,189
37,M,170.8,64.66,16.5,50.6,14.9,53,221
48,M,162.1,73.82,24.3,41.2,23,49,187
25,M,177.2,70.7,14.9,48.9,19.2,52,227
39,M,177.6,94.5,32.9,48.1,13.2,26,188
31,F,168.1,59.3,16.3,28.5,22.5,42,174
63,M,163,60.9,23.4,39.5,9.9,28,195
28,M,173.3,73,21.1,50.1,9,61,213
24,F,162.4,44.26,21,23.7,13,48,166
37,M,170.5,76.7,29.2,40.6,15.4,40,177
26,M,184,84,18.4,60,18.5,53,235
56,F,156.6,60.4,32.5,24.2,21.2,10,140
21,M,180.6,68.2,25.3,36.1,6.9,31,184
44,M,175.6,72.1,15.5,44.6,12.5,40,228
25,F,167.1,59.5,21.9,36.2,18.7,58,195
21,M,186.3,74.4,13.6,46.6,3.7,53,214
24,F,166.2,57.1,26.5,32.9,21.5,44,169
28,F,162.9,65.4,29.4,37.2,19.3,43,173
21,M,175,64.1,14.8,39.7,24.7,61,240
34,F,165.1,53.5,25.7,26.2,21.2,48,178
22,F,167.3,55.3,21.3,35.1,24.7,40,176
31,F,161.8,53.6,26.2,24.3,14.7,46,183
22,M,170.7,60.3,20,29.3,18.7,56,212
23,F,167.2,60.3,26.1,25.4,30.3,47,198
61,M,173.5,71,17.6,51.2,11.7,38,174
21,M,180.6,89.4,24.6,43.2,18.9,33,203
23,M,182.9,97.4,19.7,48.7,5,44,200
46,M,170.1,55.8,11.1,42.2,17.5,57,208
27,M,169.6,64.1,9.4,37.8,30.5,53,251
24,M,179.6,76.82,16.4,51.9,20.6,56,246
28,M,180.7,84.1,15,50.5,19.1,46,196
60,M,160.8,53.8,19.8,24.4,5,42,150
34,M,173.4,69.1,22.2,31,16.7,43,198
21,M,165.3,65.8,18.5,36.5,17.8,63,243
38,F,159.7,55.9,27.7,30.7,25,27,176
23,M,171.5,70.7,11.1,57,17.4,61,236
38,M,191.3,91.74,14.7,54.9,13.9,53,233
47,M,179,74.5,26.9,34.5,15.4,34,214
29,F,157.6,58.1,31.4,23,6.8,32,151
55,M,171.2,68.3,19.6,40.2,19.5,42,208
59,F,156,50.96,28.6,24,11.9,11,126
50,M,169.5,82.8,30.3,40.9,0.9,36,169
54,F,155.9,53.2,38.7,15.6,13.8,5,118
21,F,150.3,52,34.2,24.7,22,46,166
56,F,161.2,55.2,26.3,25.9,23.6,30,162
30,M,170.1,65,16.2,43.6,17.9,55,219
37,F,161.7,58.3,31.6,22.7,16,27,172
63,F,153.9,26.3,37,27.2,7.8,0,105
60,F,152.6,55,37.57393,18.3,18.8,0,117
21,M,164.2,60.9,10.3,40.1,17.4,58,233
23,F,165.3,82.3,41.5,28.3,14.3,2,138
33,F,157.9,53.2,22.7,21.5,20,47,171
21,M,172.8,67.9,13.8,50,25.1,69,245
52,M,167.8,69.5,20.5,43.1,19,35,197
30,F,155.6,46.3,17.7,24,30,48,184
27,M,168.1,68.9,24.8,37.8,9.2,43,214
27,M,178.1,73.3,23,34.1,19.8,45,200
30,M,171.4,66,13.6,48.8,22.9,51,230
21,F,160,62.26,33.5,27.5,21.3,39,147
23,M,170.2,79.5,32.6,35.2,2.3,28,156
24,F,167,73.1,30.9,35,28.2,47,170
34,M,181,68.6,14.3,49.8,17.4,59,254
57,F,154.3,67.5,41.2,28.9,22.1,0,113
40,M,179.7,81.2,23.9,47.8,12.7,32,247
55,M,171.8,69.1,16.1,36.9,17.3,39,178
63,M,159.8,53.6,20.8,31,10.2,28,182
22,M,181.2,71.46,17.9,43.9,18.1,55,226
33,M,172.7,87.3,28.8,40.2,12,50,212
40,F,154.6,46.2,21.7,21,20.9,47,161
31,F,165.7,57.86,26.4,27.7,27,36,171
24,M,177.4,76,12.8,45.7,12.7,54,196
33,M,173,64.66,21.4,36.1,2.1,60,197
53,M,164.5,63,19.6,41,17.7,40,213
60,M,166.5,59.2,16.8,37.3,13.5,31,174
22,M,168,64.1,10.4,47.6,17,62,230
25,M,171.4,65.7,10.7,49.9,15.7,62,256
40,F,162,53.8,27.9,21.8,12.7,19,153
22,F,163.7,56.36,29.8,22.8,8.4,47,186
55,M,173.7,76.3,21.8,40.3,10.7,31,187
43,M,173.6,71.1,19,44.8,16.4,47,213
26,M,172.5,78.9,24.4,48.7,7.8,59,185
35,M,171.3,90.7,28,52,17.4,47,213
26,M,175.2,69.4,17.8,48.2,11.5,45,215
39,M,177.2,76.7,20.8,43.3,5.7,45,232
60,F,147.5,48.5,39.3,18.8,19,5,130
44,F,167.1,58.4,23.7,23.1,12.1,12,127
31,M,173.3,70.4,25.1,36.2,6.6,44,199
37,M,173.6,86,27.3,49,19.9,45,215
57,M,170.5,73,22,45.6,8.5,40,198
26,F,158.1,62.8,39.8,18.9,18,25,139
30,M,174.8,75.2,12.6,55,16.3,65,249
46,F,158.9,58.9,34.3,21.1,19.2,11,122
29,M,176.6,73.9,19.3,36.5,13.7,53,229
25,F,162.6,55.4,30.8,28.8,28.9,57,177
37,M,164.3,78,25.5,44.1,14,54,218
27,M,178.3,75.8,24,39.9,13.5,56,188
26,M,172.7,71.3,19.2,53.3,22.3,56,243
34,M,171,87,28.7,48.8,26.9,52,215
22,M,174.5,61.7,13.8,46.3,11.9,54,247
49,F,156.7,63.28,33.9,26.2,19.8,39,159
23,M,182.2,82.7,20.2,51.5,18.2,57,227
51,M,164.1,70.9,26.2,39.6,14,40,211
23,M,181,97.2,25.7,48.7,-4.9,40,201
21,M,174.2,70.1,14.6,49.4,25.2,63,259
32,M,169.5,76,25.7,43.1,6.3,40,225
32,M,165.1,63.6,23.2,35.4,10.3,50,202
29,M,173.7,74.9,17.7,41.5,14.4,61,223
51,F,154.6,40.6,20.9,18.8,18.5,20,137
64,F,149,47.6,29,23.4,20.4,24,127
32,M,177.1,78.4,20.7,43.5,16.6,42,214
59,M,160.8,69.36,22.6,31.7,-15.1,25,168
21,F,158,45.6,28.9,19.7,19.7,43,164
31,F,161,56.5,19.8,33.6,16.8,26,156
34,M,181.4,75.4,15.7,47.9,23,55,225
23,M,176.7,74,24.6,39.1,24.1,48,238
59,M,175.4,68.1,21.3,36.2,40,40,174
62,M,163.6,65.5,25.1,27.3,-3.7,15,111
64,M,167,67.9,27.8,26,15.6,22,170
63,M,172,68.7,26.3,40.7,18,35,151
29,M,176.9,73,11,49,13.7,69,234
48,F,162.4,57.4,23.3,27.8,30.1,34,163
51,M,175.1,74.1,16.9,46.4,7.3,46,214
32,F,160.1,51.8,18.1,30.3,23.8,37,180
43,M,177.1,81.1,27.7,34.4,12.7,45,193
39,F,166,58.5,27.4,24.3,19,38,180
63,M,176.5,72.66,22.4,34.5,13.2,19,121
39,M,176,93.1,32,44.6,4,0,135
31,M,168,64.1,23.1,36.3,13.9,35,225
57,F,153.8,42.8,20.7,22.2,19.3,0,95
24,F,165.8,44.1,21.1,22.5,23.1,19,182
48,F,163.1,63.1,28,30.4,34,34,154
33,M,175.5,68.6,17.9,36.2,20.1,50,218
27,M,179.9,92.88,32,42.8,14.1,55,192
39,F,159.5,54.12,30.4,22.3,3.8,23,144
21,M,168.3,64.8,17.8,39.2,-10.7,40,212
53,F,153.9,58.34,27.6,23.8,23,35,159
50,M,178.2,79.4,29.4,35.3,6.1,45,181
43,M,168.1,75.8,24.5,40.8,18.4,38,206
21,M,186.4,92.5,25.6,42.5,-14.4,48,174
23,M,174,75.4,18.2,32.4,-7.4,35,208
28,F,164.2,54.7,15.7,33.1,20.2,45,163
27,F,167.3,71.1,30.5,29.2,27,39,188
26,M,172.3,65.9,14.7,35.4,14.6,57,231
29,M,185.1,87.7,19.5,50,22.2,54,234
21,F,168.4,46.3,25.4,21.9,28.5,28,158
27,M,175.4,78.4,18.04355,46.3,27.1,56,245
31,F,162,54.3,18,25.1,24.3,33,181
36,M,179.1,96.2,26.6,54.7,17,40,200
23,M,164.2,68.5,25.2,40.7,9.2,46,215
21,M,175.3,60.1,10.7,35.6,29.3,52,200
60,M,177.6,75.2,24.1,44.3,13,25,178
42,M,172.1,69.1,9.8,40.1,18.7,55,213
41,F,161.4,52.6,25.6,29.7,-3,2,110
38,F,160.2,55.8,27.1,35.5,21.5,26,154
30,F,154.4,48.9,27.2,21,20.6,23,135
25,F,158.9,48.5,26.2,26.6,28,52,153
60,F,154.9,68,40.6,26.8,21.8,12,122
48,F,157.1,63.6,38.9,20.4,21.9,0,130
26,F,164.1,60.2,33.7,26.1,17.6,51,178
52,M,170,79.5,24.1,42.2,14,37,190
34,M,175,74.1,23.2,41.7,15.8,45,195
42,M,166.8,66.5,16.8,39.2,16,39,232
57,M,175.4,79.9,24.3,42.1,18.8,40,223
49,M,167.4,64.1,21.4,37.4,22.7,37,215
23,M,176.2,69.9,23.2,43.3,11.1,45,227
54,M,171.4,64.8,16.6,35,19.4,52,222
35,M,172.2,66.2,8.1,41.3,23.2,55,246
31,F,160.6,53.1,28.9,21,10.4,43,150
56,M,171.1,62.6,14,46.8,27.2,45,217
26,M,169.1,66.2,21.4,33.8,17.6,53,184
23,F,154.6,63.9,38.7,26.3,21.5,15,138
48,M,172.2,85.1,33.6,59.4,5.9,34,220
63,M,156,66.7,36.7,21.1,-10,3,105
21,M,182.2,78.1,10.7,52,9,67,303
57,M,165.2,59,19.6,25.3,-2.7,18,140
28,M,178.4,70.6,14.4,45.3,10.4,45,226
51,F,155.6,58,33.5,20.6,15.9,3,135
36,M,177,87.1,27.7,48.2,6,36,204
33,F,159.2,62.5,34.1,27.1,12,52,169
44,M,174.3,74.2,13.5,51.3,14.5,38,217
21,F,168,60.3,29.7,26,24.5,48,185
34,M,181.3,73.1,15.3,45.4,13.3,52,243
47,F,156.5,49.1,27.8,19.3,19.4,18,150
26,M,173.2,85.2,14.3,54.3,10.6,45,212
27,M,178.9,78.66,15.5,35.9,5,55,203
47,M,182.3,60,11.9,46.9,1.8,24,202
44,M,172.8,74.32,20.6,50.1,18.1,41,224
33,F,166.3,70.7,40.9,21.8,20.1,10,119
22,M,172.5,67.4,20.5,44.5,10.7,52,211
28,M,176.3,78,18.8,52.1,13.7,47,239
24,M,181,77.9,10.4,52.4,18.3,67,258
24,F,166.3,52.3,25.8,22.1,14.9,46,175
38,M,170.3,75.8,17.9,46.2,18.5,51,216
26,M,162.4,64.4,25,38.4,7.3,35,198
29,F,162.9,57.9,31,28.6,24.7,41,159
21,M,166.9,66.7,21,55.2,17.6,65,256
51,F,164,52.9,20.3,33.4,22.8,32,165
21,F,167.1,74.9,41.7,22.6,20.3,21,131
60,M,171.8,68.3,21.2,39.7,16.5,35,183
28,M,177.6,72.5,17.5,46.7,4.3,39,221
23,M,170,77.9,31,64,17.5,69,270
27,F,165.7,51.3,20.4,29.9,25.4,44,180
61,M,163.2,68.3,26.5,40,15.1,25,180
26,F,167.7,60.9,24.2,28.8,28.1,37,203
21,M,174.4,69.7,11.5,40.7,3.1,38,199
39,M,174.3,74.14,19,41.1,24.8,55,203
27,M,181.9,82.7,21.6,51.4,13.1,45,235
22,F,159.5,60.9,29.4,26.4,28.5,54,214
36,M,179.8,83,16.9,53.8,10.75,46,220
60,F,161,63.2,28.2,33.1,21,39,127
23,M,178.3,87.2,27.1,38.3,7.4,37,220
42,M,167.6,63.7,19.6,36.3,17.4,51,141
26,F,167.2,64.9,31.3,28.2,25.1,33,163
41,M,173.5,72.8,27.6,37.2,2.6,34,188
26,M,179,79.2,17.7,32.9,19.8,59,233
22,M,180.6,92.7,20.4,53.5,18.7,52,227
38,M,169.9,73,23.6,44.4,10.7,41,189
30,M,169.3,53.8,10.3,34.4,-0.3,47,192
64,F,154,60.7,42.7,24.8,5.8,5,118
49,M,180.6,82.8,18.1,50.4,23.4,48,198
22,M,174.4,74.1,18.9,42.5,22.5,61,234
62,M,161.6,62.2,19.6,37.8,15.3,33,179
28,M,175.1,81.7,16.3,48.2,5.4,55,225
28,F,171.9,61.2,26.5,32.5,19.5,40,191
42,M,173.3,67.8,15.8,36.7,13.5,46,202
23,F,155.7,53.4,33.1,19.1,22.2,43,175
36,M,164.9,82.9,34,25.7,4.7,28,174
48,F,162.6,62.1,17.8,37.1,25.8,34,161
47,M,155,57.1,18.3,42.6,14.8,35,202
64,F,160.8,55.6,28.2,24.2,31,25,105
24,M,183.9,76.1,21,50.9,14.9,48,202
45,M,172.1,79.2,21.3,40.8,10.8,45,198
59,M,166.1,71,24.2,43.4,4.9,26,177
62,F,149.7,54.7,34.6,18.5,18.1,10,107
41,M,175.6,74.1,18.1,58.3,15.6,50,234
60,F,155.4,49.6,29,26.3,21.5,26,110
30,M,163.5,73.8,21.8,46.2,9.1,63,226
22,M,172,74.3,20.9,39,2.3,55,194
21,M,173.3,92.2,32.4,37.9,1.8,30,218
56,F,157.6,61.8,31.2,23.5,19.2,31,143
60,F,159.5,52.5,23.4,30,20.8,27,150
27,F,162.5,57,21.5,26.6,29.6,50,182
62,F,150.9,59.4,39.3,18.1,18.5,0,104
30,M,176.4,71.6,17.2,48.7,16,53,225
38,M,169,73.2,30.5,44,16.9,45,212
26,M,170.7,61.3,14,43.6,12.7,51,232
34,M,173,106.4,42.4,28.2,6.8,30,193
25,M,179.7,74.4,12.9,47.7,9,55,258
46,M,169.7,75,23.4,48.4,14.1,42,193
29,M,166.9,75.7,24.7,33.9,6.7,50,191
61,F,153.2,65.5,38,26.5,17.8,24,144
50,M,170.7,81.9,29.5,31.3,0.2,32,183
24,M,177.7,100.5,27.3,47.4,11,46,218
60,M,167.3,77.5,23.5,36.1,5.3,35,185
34,M,169.1,74.5,21.2,47.6,16.3,50,232
27,M,175.8,74.8,20,56.8,17.8,55,230
22,F,156.3,49,25.3,22.2,23.3,41,179
31,M,179,75.3,20.1,58.4,21.5,55,235
50,F,152,63.6,31.5,18.2,19,28,160
36,M,177.4,68.3,9.8,40.9,16.5,57,240
24,F,171.7,57.7,21.5,30.6,12.2,40,194
62,M,175.9,71,22,49.4,7.8,33,201
31,F,162.7,53.58,29.3,32.8,24.2,47,180
21,M,181.3,93.2,24,44.9,14.6,54,230
29,M,170.4,64.7,23.1,38.1,20.2,42,182
36,M,165.6,64,28.1,34.1,0.3,35,168
21,F,167.5,50.98,24.8,24.8,20.2,40,168
30,M,174,72.3,27.5,32.2,-5,39,171
29,M,177.1,60.5,19.2,40.4,-12.4,27,200
23,M,170.8,71.9,17.2,48.7,12.1,60,235
39,F,164,58.7,22.6,24.8,27.1,43,161
24,F,157.1,60.5,35.3,28.4,12.8,35,148
50,M,174.2,75.7,23.9,42.3,18.8,31,197
58,M,175.1,85.64,28.8,41.5,2.5,29,187
60,F,161.5,50.4,28.2,22.1,21.2,22,157
60,F,159.2,58.1,28.9,27.8,6.6,10,110
39,M,174.3,72.6,17.9,56.1,10.4,45,202
55,F,155,57.7,31.5,27.6,21.2,35,149
28,M,177.4,74.44,12.4,43.7,19.1,52,235
48,M,174.3,74.3,23,44.1,9.6,37,196
56,F,150.1,67.2,39.9,23.7,12.6,25,125
30,F,168.6,56.2,23.3,28.2,13.8,49,174
26,M,168.2,63.74,15.8,37.7,15.2,58,210
43,M,170,59.6,14.1,43.7,11.5,54,217
52,F,157,56.8,29.6,22.6,14.9,17,134
27,M,179.7,82.1,13.9,58.9,15.2,65,248
22,F,160.3,62.4,37.8,24.1,20.4,33,174
22,M,168.8,68.1,29.1,33.6,19,42,230
53,F,170,58.4,18.4,25.4,28.5,41,157
31,F,153.8,58.2,29.4,27.5,19.8,33,168
24,F,162,52.1,15.9,32.6,25.4,60,180
58,M,176.1,78.5,20.9,48.3,16,42,205
34,F,160.1,52.3,19.9,27.3,25.1,52,180
37,M,165.3,65,19.4,38.4,15.2,46,223
30,F,158.9,60.4,32.2,33.3,15.2,27,178
30,M,168.1,67.1,22.8,45.4,2.5,46,210
64,M,155.7,61.4,22.1,31.4,14.8,32,180
45,M,176.7,82.6,20.6,38,-2.7,35,172
21,M,185.4,81.7,25.5,32.2,11.9,29,217
28,M,175.4,69.5,14.6,46.5,16.2,54,249
22,M,174.2,81.4,26.2,44.4,22,51,220
51,F,158,53.2,24.8,25.8,19.2,22,142
46,F,155,43,20,20.9,27.3,31,153
27,M,182.7,90.5,27.6,43.1,17.4,55,227
63,M,168.9,67.6,28.7,34.5,6.2,31,186
21,F,170.9,62.7,21.3,24.9,19.8,41,198
31,M,180.5,90,16.8,52.8,17.1,51,250
49,M,165.6,68.64,23.3,47.5,21.8,49,188
32,M,175.3,76.9,21.4,47.4,24.4,54,185
22,F,156.8,52.8,23.4,26,24.5,45,169
29,F,159.1,51.6,22,26.9,30,46,157
59,F,155.5,52.1,28.3,26.6,18.7,24,150
64,F,155.9,60.1,35,21.7,23,17,114
48,M,176.2,73,25.2,40,-5.6,36,208
30,M,182.3,93.6,15.1,64.1,20.6,71,220
42,M,178.3,72.9,15.2,50.7,14.7,48,242
63,M,170,80.2,28,47.7,1.3,28,188
22,M,176.1,71.2,14.7,37.7,6.8,41,168
62,M,168.4,74.4,24.5,41.6,21.2,25,181
62,M,169.5,72.1,21.3,45.4,16.7,37,142
25,M,187.4,76.1,11.5,48.6,14.9,52,237
26,M,170.9,78.6,17.4,38.6,-6.4,54,181
27,F,162.2,50.3,25.4,23.2,21.5,19,142
39,M,168.9,71.4,22.2,41.3,8.3,34,215
62,M,165.6,64.1,23.8,31.8,4.5,33,168
43,F,160.6,58.5,31.8,23.6,20,21,153
21,F,161.9,57.1,32.4,20.6,15.6,34,141
53,F,154.5,50.88,30.7,18.4,15.8,32,127
44,M,172.5,69.6,27.9,43.9,10,38,210
44,F,158.6,44.9,23.9,20.2,22.1,33,156
23,F,158,45,20.9,27.8,17.5,49,150
21,M,179.1,60.1,9.1,39.9,24.6,51,275
60,M,175.1,60.6,11.5,36.5,13.3,33,212
28,M,166.1,62.7,20.1,34.4,-3.9,47,200
42,F,156.1,51.3,26.3,35.1,23.5,42,186
26,F,177.9,62,16.4,33.4,32.7,62,196
56,M,162.7,66.5,25.3,39.1,21,34,182
25,M,171,62,15.8,45.3,6,40,235
26,F,153,43.6,20.6,26.3,21.8,47,173
60,M,167,67.7,28.7,41.9,10,22,180
29,F,160.8,68.6,31,39.7,20.2,58,179
45,F,169,55.1,15.4,25.2,13,31,166
39,F,156.3,51.9,30.6,23.5,15.8,26,161
40,M,170.5,74.7,25.8,43.1,20.5,50,225
41,M,177.9,92.5,29.3,33.5,-9.9,35,197
21,M,168.9,75.7,27.4,45.9,10.6,58,232
52,M,174.4,72.5,23,51.1,-1.2,47,168
53,F,160,71.8,36.9,24.3,11.3,15,50
21,F,165.9,69.2,37.8,25.2,22.2,39,163
46,M,171,73.6,19.5,46.6,14.4,43,206
52,F,155.1,47.3,25,24.2,12.5,18,149
50,F,159.8,59,30.3,24.1,26.8,35,150
48,M,173.8,85.6,25.6,59.8,13.4,37,206
31,M,180.7,78.84,14.1,44,10.7,58,214
23,M,173,60.9,12.8,38.9,15.9,50,217
61,F,167.5,55.1,26.1,19.7,14.4,12,156
40,M,175.6,67.7,17.2,35.7,-1.4,37,202
58,F,164.6,62.3,35.3,21.8,14.9,29,146
22,M,191.9,92.8,24.8,42,-11.2,41,220
30,M,181.5,73.9,14.7,50.4,15.7,54,242
39,F,159,67.4,38.1,24.7,15.7,21,149
51,M,162.4,58.4,9.4,47.5,25.3,53,229
29,M,169,73.5,28.7,47.7,18.8,41,204
21,F,160.6,59,24.8,33.4,24.4,45,210
53,M,167.5,61.6,13.4,47.9,16,45,197
45,M,178.6,70.4,22.5,37.2,11.2,24,173
34,M,179.4,72.4,16.1,35.4,21.4,53,211
31,M,168.5,64.3,17,48.5,13.5,61,255
29,M,191.3,85.2,10,49.3,26.3,59,222
22,M,171.5,75,17.3,37.2,13,57,218
58,M,170.5,73.1,21.4,40,28.6,29,202
45,M,160.1,64.8,46.1,15.6,1.3,3,43
22,M,183,65.9,12.7,40.3,4,38,197
53,M,174.1,72.6,19.5,37.8,7.3,49,184
30,M,179.6,82.7,13.1,52.2,20.2,60,260
50,F,155.5,66.3,34.8,22.9,14.1,29,120
62,M,166.7,72.4,25.4,47.5,21.6,28,148
42,M,171.9,75.2,20.3,44.6,1.2,39,198
61,M,168.1,69.1,21.5,39.8,6.2,31,185
24,M,164.9,78.3,25.9,35.7,7.9,19,171
36,M,169.6,65.2,15.9,43.3,21,59,216
24,F,155.2,60.1,31.3,20.6,24.8,42,177
39,M,175.9,73.5,25.1,29.7,13.1,20,161
21,F,170.1,65.9,25.4,21.2,25.4,44,185
25,M,175,80.2,18.8,51.3,22,53,220
23,F,163,51.7,24.5,22.4,12.5,30,160
23,M,175.7,74.8,15.3,38.9,21.1,57,246
52,F,150.7,57.2,35.1,21.3,18.2,21,149
22,M,168,63.2,18.9,39.9,-9.8,45,220
24,F,154.5,45.4,20.5,25.4,25.8,48,190
51,F,154.6,50.2,21.9,29.4,28.1,59,192
29,M,167.1,59.2,19.3,38.8,23.1,51,199
32,M,176.5,80.8,17.7,53.5,16.9,59,240
32,F,161.3,52,27.4,24.9,15.6,26,162
43,F,165.5,80.74,44.4,27.5,7.7,18,137
21,F,156.2,57.7,32.5,26.8,25.5,37,152
26,M,169.1,72.3,19.3,39.7,8.2,52,218
21,M,175.6,77,15,45.5,4.6,35,218
21,F,166.4,67.6,31.3,31.5,27.1,40,180
30,M,179.7,69,15.8,53.9,12.6,53,238
56,F,157.2,53,25.6,25.7,26.3,26,166
60,M,169.1,67.1,21.5,37.8,19.2,45,188
48,M,177.5,72.3,18.1,34.6,0.8,43,211
35,M,173.6,84.08,25.4,48.8,26.4,58,229
34,M,166.7,56.6,21.7,40.3,-0.9,46,217
23,F,155.9,47.6,24.2,22.5,22.1,34,183
32,M,170.5,74.6,24.8,54.1,10.6,50,192
33,M,171.6,62.2,19.6,45.5,6.3,39,207
23,F,168.7,62.14,27.6,27.3,21.1,30,161
52,M,167.3,95.6,33.4,53.1,8.2,36,156
45,F,150.4,49,25.4,22.7,5,30,159
29,M,184.3,81.46,16.1,54.9,22,51,233
34,M,174.3,80.1,16.1,49.5,21.8,61,245
39,M,175.5,76.8,23,38.8,6.6,43,220
24,M,184.4,84.3,20.9,51.6,10.2,52,160
37,F,169,60.9,33.6,27.7,16.3,23,155
28,M,181,65.9,11.7,47.9,20,56,240
24,M,174.7,72.6,26,32.5,19.5,40,191
37,M,173.6,75.2,18.1,48.1,17.8,53,215
23,M,176.9,71.8,12.9,36.7,8,40,204
61,F,144.7,43.1,28.3,20.7,11.8,7,126
28,M,175.5,76.4,24.5,41.4,6.9,56,203
26,M,172,74.9,12.6,44.8,16.7,65,235
48,M,169.3,67.8,18,33.9,5.9,33,172
40,M,176.1,79.1,21,41.8,9.7,28,222
34,M,180.1,82.6,18.33787,56,12.5,48,218
54,M,171.6,56.6,10.9,36,1.7,33,203
55,F,164.7,63.3,35.4,29.7,20.9,25,136
22,M,178.4,78.6,15.7,41.5,12.6,47,235
25,M,174.2,76.1,18.2,58.3,21.5,55,223
46,M,172,82.2,25.9,46.9,11,52,221
28,M,179.8,86.9,24.5,49.2,13.8,58,244
22,F,150.7,52.6,37.1,23.4,27.5,2,144
28,M,176.6,82.2,20.7,40.9,17.6,46,0
29,M,163.6,63.3,22.3,35.9,19.5,44,203
25,F,160.2,58.2,31.7,31.9,10.6,35,163
23,F,161.5,57.1,24.6,28.2,21.2,52,192
42,F,163.2,64.8,28.7,30.2,15.9,29,158
23,M,183.4,82.6,15,45.9,6.2,52,245
24,M,170,72.5,27.3,57,5,53,212
25,F,168.9,66,30.2,28.9,20.5,37,146
21,M,187,81.9,11.3,47.8,21.4,50,240
22,M,170.2,73.5,27.3,32.9,4.2,29,177
30,F,165.7,47,26.9,23.6,26.7,44,205
32,M,177,72.6,16.5,48.2,14.7,41,237
61,M,166.9,69.3,20.1,46.2,17.9,39,222
37,M,173.9,76.3,22.4,46.1,14.1,45,216
36,F,164.5,50.8,23.4,24.8,15.5,43,168
22,M,176.5,69,15.7,36.9,20.6,57,233
43,M,169.7,64.7,15.7,41.8,10.9,38,206
34,M,179,96.1,30.8,34,3.4,41,193
29,M,171,70.6,17.7,43.9,22.4,57,234
38,F,168.4,64.3,33.2,31.2,28.1,30,186
30,M,166.1,66.4,24.1,39.9,9.6,44,227
28,M,175,75.3,20,46.2,14.5,54,223
24,M,176.1,73.5,22,48.4,23.9,61,219
23,M,174,70.7,16,42.8,24.9,63,245
49,M,173.8,63.04,19.3,43.5,4.6,31,202
60,F,153.3,53.6,41.2,17.8,22.8,24,147
23,M,173,64.2,17.8,30.2,15.3,49,235
29,F,170.6,68.2,26.8,30.3,20,24,149
60,M,167.9,65.6,19.1,43.4,13.5,49,187
22,F,160.3,47.1,30.5,20.8,20.8,43,168
